house_id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1316,20,RL,73,39104,Pave,none,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Gd,LwQ,226.0,GLQ,1063,96,1385.0,GasA,Ex,Y,SBrkr,1363,0,0,1363,1,0,1,0,2,1,TA,5,Mod,2,TA,Attchd,Unf,2,439,TA,TA,Y,81,0,0,0,0,0,none,0,4,2008,WD,Normal,241500
1317,20,RL,85,6970,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,932.0,Unf,0,108,1040.0,GasA,TA,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,Fa,5,Typ,0,none,Attchd,RFn,2,544,TA,TA,Y,168,0,0,0,0,0,none,400,5,2007,WD,Normal,129000
1318,20,RL,78,11645,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300.0,Unf,0,434,1734.0,GasA,Ex,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,none,Attchd,Fin,2,660,TA,TA,Y,160,24,0,0,0,0,none,0,1,2006,WD,Normal,260000
1319,90,RL,0,11836,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,5,1970,1970,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,149.0,Unf,0,1503,1652.0,GasA,TA,Y,SBrkr,1652,0,0,1652,0,0,2,0,4,2,TA,8,Typ,0,none,2Types,Unf,3,928,TA,TA,Y,0,0,0,0,0,0,none,0,3,2006,WD,Normal,146500
1320,20,RL,78,10140,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264,TA,TA,CBlock,TA,TA,No,BLQ,553.0,LwQ,68,713,1334.0,GasA,Gd,Y,SBrkr,1334,0,0,1334,1,0,2,0,3,1,TA,7,Typ,0,none,Attchd,RFn,2,477,TA,TA,Y,0,20,35,0,264,0,none,0,4,2006,WD,Normal,164500
1321,20,RL,68,9717,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1996,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Mn,GLQ,49.0,Rec,1029,0,1078.0,GasA,Gd,Y,FuseA,1078,0,0,1078,1,0,1,0,2,1,Gd,5,Typ,0,none,Attchd,Unf,1,240,TA,TA,Y,366,0,112,0,0,0,none,0,4,2010,WD,Normal,142125
1322,50,RM,0,7758,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600,TA,Fa,PConc,TA,TA,No,LwQ,224.0,Unf,0,816,1040.0,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,Unf,1,240,TA,TA,Y,0,0,0,0,184,0,none,0,6,2007,WD,Normal,169500
1323,60,RL,0,10236,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,501,Gd,TA,PConc,Gd,TA,Gd,GLQ,380.0,BLQ,168,742,1290.0,GasA,Ex,Y,SBrkr,1305,1189,0,2494,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,Fin,3,803,TA,TA,Y,200,95,0,0,0,0,GdPrv,0,6,2006,WD,Normal,321000
1324,85,RL,64,7301,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500,Gd,TA,Slab,none,none,none,none,0.0,none,0,0,0.0,GasA,Ex,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Gd,7,Typ,1,Ex,BuiltIn,RFn,2,672,TA,TA,Y,0,0,177,0,0,0,none,0,7,2009,ConLD,Normal,198500
1325,20,RL,121,13758,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232.0,Unf,0,560,1792.0,GasA,Ex,Y,SBrkr,1792,0,0,1792,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,3,925,TA,TA,Y,204,49,0,0,0,0,none,0,3,2006,New,Partial,372397
1326,50,RM,51,6120,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,7,5,1931,1950,Gable,CompShg,BrkFace,WdShng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,952,952.0,GasA,Gd,Y,FuseF,1022,752,0,1774,0,0,2,0,2,2,TA,8,Min1,2,TA,Detchd,Unf,2,468,Fa,TA,Y,90,0,205,0,0,0,none,0,4,2008,WD,Abnorml,129900
1327,60,RL,0,14067,Pave,none,Reg,Lvl,AllPub,FR3,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,194,TA,TA,PConc,Gd,TA,No,ALQ,504.0,Unf,0,332,836.0,GasA,Gd,Y,SBrkr,851,858,0,1709,1,0,2,1,3,1,Gd,7,Typ,0,none,Attchd,Fin,2,416,TA,TA,Y,0,40,0,0,0,0,GdPrv,0,9,2008,WD,Normal,185000
1328,60,RL,60,7500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,476.0,Unf,0,476,952.0,GasA,Gd,Y,SBrkr,952,684,0,1636,1,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,440,TA,TA,Y,0,84,0,0,0,0,none,0,10,2009,WD,Normal,191000
1329,60,RL,100,10839,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,926,926.0,GasA,Ex,Y,SBrkr,926,678,0,1604,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,470,TA,TA,Y,0,36,0,0,0,0,none,0,7,2008,WD,Normal,181000
1330,120,RM,0,4438,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0,186,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,RFn,2,420,TA,TA,Y,149,0,0,0,0,0,none,0,1,2008,WD,Normal,149000
1331,20,RL,60,7200,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,ALQ,630.0,BLQ,102,0,732.0,GasA,TA,Y,SBrkr,732,0,0,732,1,0,1,0,2,1,TA,4,Typ,0,none,Detchd,Unf,1,240,TA,TA,Y,0,68,0,0,0,0,none,0,9,2009,WD,Normal,118900
1332,20,RL,64,6762,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,902.0,Unf,0,380,1282.0,GasA,Ex,Y,SBrkr,1290,0,0,1290,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,662,TA,TA,Y,168,0,0,0,0,0,none,0,5,2009,WD,Normal,200000
1333,20,RL,80,9736,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1969,Gable,CompShg,WdSdng,WdSdng,BrkFace,289,TA,TA,CBlock,TA,TA,No,BLQ,668.0,Rec,138,525,1331.0,GasA,Gd,Y,SBrkr,1721,0,0,1721,0,0,1,0,4,1,TA,8,Typ,3,TA,Attchd,Unf,2,464,TA,TA,Y,0,0,0,0,0,0,none,0,4,2007,WD,Normal,174850
1334,20,RL,85,15428,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,741.0,Unf,0,143,884.0,GasA,Ex,Y,SBrkr,884,0,0,884,1,0,1,0,2,1,TA,4,Typ,0,none,Attchd,Fin,1,270,TA,TA,Y,0,0,0,0,195,0,none,0,6,2006,WD,Normal,142000
1335,45,RM,51,6120,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,832,832.0,GasA,Ex,Y,FuseA,854,0,0,854,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,48,112,0,0,0,0,GdPrv,0,7,2007,WD,Normal,132000
1336,85,RL,70,7669,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,WdShng,None,0,TA,TA,PConc,Gd,TA,Av,GLQ,718.0,LwQ,110,0,828.0,GasA,TA,Y,SBrkr,883,0,0,883,1,0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2,698,TA,TA,Y,100,32,0,0,0,0,GdPrv,0,6,2009,WD,Normal,149000
1337,60,RL,90,14670,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,7,1966,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,410,Gd,Gd,CBlock,TA,TA,No,BLQ,575.0,Unf,0,529,1104.0,GasA,Ex,Y,SBrkr,1104,884,0,1988,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,RFn,2,480,TA,TA,Y,0,230,0,0,0,0,MnPrv,0,8,2008,WD,Normal,227000
1338,20,RL,70,9100,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,521.0,LwQ,174,169,864.0,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,TA,5,Typ,0,none,Detchd,Unf,2,624,TA,TA,Y,0,0,0,0,0,0,none,0,7,2006,WD,Normal,129900
1339,50,RM,50,6125,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1939,1998,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,306.0,Unf,0,422,728.0,GasA,Ex,Y,SBrkr,728,546,0,1274,0,0,2,0,3,1,TA,6,Typ,0,none,Detchd,Unf,1,224,Fa,TA,Y,0,0,192,0,0,0,none,0,3,2007,CWD,Normal,135000
1340,20,RL,0,8050,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150,TA,TA,CBlock,TA,TA,No,BLQ,856.0,Rec,162,125,1143.0,GasA,TA,Y,SBrkr,1143,0,0,1143,1,0,1,0,3,1,TA,6,Typ,0,none,Attchd,RFn,1,308,TA,TA,Y,0,0,0,0,0,0,GdPrv,0,5,2010,WD,Normal,136000
1341,90,RL,72,10778,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1768,1768.0,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,none,none,none,0,0,none,none,Y,0,0,0,0,0,0,none,0,4,2010,WD,Normal,136500
1342,120,RL,48,6955,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,1368,1368.0,GasA,Ex,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,none,0,9,2006,New,Partial,202500
1343,20,RL,0,9248,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106,TA,TA,PConc,Gd,TA,No,GLQ,560.0,Unf,0,598,1158.0,GasA,Gd,Y,SBrkr,1167,0,0,1167,1,0,2,0,3,1,Gd,6,Typ,0,none,Attchd,RFn,2,400,TA,TA,Y,120,26,0,0,0,0,none,0,7,2009,WD,Normal,173000
1344,70,RL,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Ex,CBlock,TA,TA,No,Rec,338.0,Unf,0,325,663.0,GasA,Ex,Y,SBrkr,774,821,0,1595,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,2,528,TA,TA,Y,49,0,231,0,0,0,none,0,4,2006,WD,Normal,155500
1345,60,RL,0,11792,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,188,Gd,TA,PConc,Gd,TA,Gd,GLQ,850.0,Unf,0,158,1008.0,GasA,Ex,Y,SBrkr,1008,1275,0,2283,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,632,TA,TA,Y,120,46,0,0,0,0,none,0,8,2009,WD,Normal,270000
1346,20,RL,70,7903,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Rec,739.0,Unf,0,503,1242.0,GasA,Gd,Y,FuseA,1242,0,0,1242,1,0,1,1,3,1,TA,6,Typ,0,none,Attchd,RFn,1,324,TA,TA,Y,0,0,0,0,0,0,none,0,5,2007,WD,Family,152000
1347,60,FV,0,7500,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,533.0,Unf,0,281,814.0,GasA,Ex,Y,SBrkr,814,860,0,1674,1,0,2,1,3,1,Gd,7,Typ,0,none,Attchd,RFn,2,663,TA,TA,Y,0,96,0,0,0,0,none,0,1,2010,WD,Normal,216000
1348,30,RM,60,8520,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0,624,624.0,GasA,TA,Y,SBrkr,792,0,0,792,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Unf,1,287,TA,TA,Y,0,0,81,0,0,0,GdWo,0,2,2009,WD,Normal,99500
1349,60,RL,0,9205,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,304,Gd,TA,PConc,Gd,TA,No,ALQ,704.0,Unf,0,226,930.0,GasA,Ex,Y,SBrkr,1364,1319,0,2683,1,0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,2,473,TA,TA,Y,237,251,0,0,196,0,none,0,6,2008,WD,Normal,290000
1350,90,RL,120,11136,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Feedr,Duplex,1Story,6,5,1964,1964,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0,1921,1921.0,GasA,TA,Y,SBrkr,1921,0,0,1921,0,0,2,0,4,2,TA,8,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,0,180,0,0,0,0,none,0,7,2006,WD,Normal,150000
1351,20,RL,0,12782,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360.0,Unf,0,462,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2,523,TA,TA,Y,194,144,0,0,0,0,none,0,6,2009,WD,Normal,279500
1352,20,RL,60,6600,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,WdSdng,WdSdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,110.0,BLQ,442,312,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Unf,1,294,TA,TA,Y,58,0,0,0,0,0,none,0,12,2007,WD,Normal,125500
1353,30,RM,56,3153,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1990,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,967,967.0,GasA,Gd,Y,SBrkr,967,0,0,967,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1,180,Fa,TA,N,0,0,26,0,0,0,none,0,7,2007,WD,Normal,99900
1354,60,RL,75,10000,Pave,none,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,763,763.0,GasA,Gd,Y,SBrkr,763,892,0,1655,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,440,TA,TA,Y,157,84,0,0,0,0,none,0,4,2010,WD,Normal,175900
1355,20,RL,80,10000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176,TA,TA,CBlock,TA,TA,No,ALQ,755.0,Unf,0,348,1103.0,GasA,TA,Y,SBrkr,1103,0,0,1103,0,0,2,0,3,1,TA,6,Typ,0,none,Attchd,Unf,2,462,TA,TA,Y,295,84,0,0,0,0,GdWo,0,6,2006,WD,Normal,155000
1356,50,RL,110,7810,Pave,none,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0,741,930.0,GasA,Ex,Y,SBrkr,1230,525,0,1755,0,0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,Unf,1,231,Fa,TA,Y,0,40,0,0,0,0,none,0,11,2007,WD,Normal,188000
1357,20,RL,78,11645,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,198,Gd,TA,PConc,Ex,TA,Gd,GLQ,1122.0,Unf,0,448,1570.0,GasA,Ex,Y,SBrkr,1590,0,0,1590,1,0,2,1,2,1,Ex,6,Typ,0,none,Attchd,Fin,3,754,TA,TA,Y,176,80,0,0,0,0,none,0,8,2006,New,Partial,294900
1358,120,FV,45,4379,Pave,none,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,851.0,Unf,0,527,1378.0,GasA,Ex,Y,SBrkr,1378,0,0,1378,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,540,TA,TA,Y,160,56,0,0,0,0,none,0,7,2007,WD,Normal,214000
1359,20,RL,62,7440,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,WdSdng,WdSdng,None,0,TA,TA,CBlock,Gd,TA,No,BLQ,173.0,Unf,0,916,1089.0,GasW,TA,Y,SBrkr,1089,0,0,1089,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,RFn,1,252,TA,TA,P,328,0,0,0,0,0,MnPrv,0,9,2009,WD,Normal,125000
1360,70,RM,60,9600,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0,TA,Ex,BrkTil,TA,TA,No,Rec,141.0,Unf,0,548,689.0,GasA,Ex,Y,SBrkr,689,689,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,360,TA,TA,N,0,0,116,0,0,0,none,0,10,2008,WD,Normal,161000
1361,70,RM,57,6876,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,Fa,No,BLQ,522.0,Unf,0,198,720.0,GasA,Fa,Y,SBrkr,1146,784,0,1930,1,0,2,0,4,1,TA,8,Typ,0,none,Attchd,Unf,1,316,TA,TA,Y,0,0,213,0,0,0,MnPrv,0,8,2009,WD,Normal,149000
1362,60,RL,85,13600,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,TA,TA,CBlock,TA,TA,No,BLQ,454.0,Unf,0,314,768.0,GasA,TA,Y,SBrkr,1186,800,0,1986,0,0,2,1,3,1,TA,7,Typ,3,Fa,Attchd,Unf,2,486,TA,TA,Y,0,42,0,0,189,0,none,0,10,2009,WD,Normal,205000
1363,160,FV,39,3515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,840,840.0,GasA,Ex,Y,SBrkr,840,840,0,1680,0,0,2,1,2,1,Gd,3,Typ,0,none,Attchd,RFn,2,588,TA,TA,Y,0,111,0,0,0,0,none,0,1,2010,WD,Normal,190000
1364,85,RL,57,8846,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,298.0,Unf,0,572,870.0,GasA,Ex,Y,SBrkr,914,0,0,914,0,0,1,0,2,1,TA,5,Typ,0,none,Detchd,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,none,0,7,2006,WD,Normal,148000
1365,20,RL,50,7207,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,WdSdng,Plywood,None,0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696.0,Unf,0,162,858.0,GasA,Gd,Y,SBrkr,858,0,0,858,1,0,1,0,2,1,TA,4,Typ,0,none,none,none,0,0,none,none,Y,117,0,0,0,0,0,none,0,2,2010,WD,Normal,116500
1366,60,RL,99,12099,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388,Gd,TA,PConc,Ex,TA,Av,GLQ,970.0,Unf,0,166,1136.0,GasA,Ex,Y,SBrkr,1136,1332,0,2468,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3,872,TA,TA,Y,184,154,0,0,0,0,none,0,6,2007,WD,Normal,354000
1367,20,RL,78,10335,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0,811,1490.0,GasA,Ex,Y,SBrkr,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,none,Attchd,RFn,2,577,TA,TA,Y,144,29,0,0,0,0,none,0,6,2009,WD,Normal,204000
1368,20,RL,93,10114,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0,1430,1430.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0,0,2,0,3,1,Gd,7,Typ,0,none,Attchd,RFn,2,624,TA,TA,Y,0,0,0,0,0,0,none,0,3,2010,WD,Normal,173500
